Name,Brand,URL,Image,Score/Users
Club de Nuit Intense Man Limited Edition,Armaf,https://www.parfumo.com/Perfumes/Armaf/club-de-nuit-intense-man-limited-edition,https://pimages.parfumo.de/240/157999_img-7762-armaf-club-de-nuit-intense-man-parfum_240.jpg,8.3 1012
Eau Sauvage  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Eau_Sauvage_Eau_de_Toilette,https://pimages.parfumo.de/240/820_img-7092-dior_christian_dior-eau_sauvage_eau_de_toilette_240.jpg,8.1 1149
Asad,Lattafa / لطافة,https://www.parfumo.com/Perfumes/Lattafa/asad,https://pimages.parfumo.de/240/167020_img-3486-lattafa-asad_240.jpg,7.9 1426
Hawas for Him,Rasasi / الرصاصي,https://www.parfumo.com/Perfumes/Rasasi/Hawas_for_Men,https://pimages.parfumo.de/240/66758_img-2507-rasasi-hawas-for-him_240.jpg,7.8 1500
The Tragedy of Lord George,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/the-tragedy-of-lord-george,https://pimages.parfumo.de/240/78315_img-6156-penhaligon-s-portraits-the-tragedy-of-lord-george_240.jpg,8.2 1100
Amyris Homme  Extrait de Parfum,Maison Francis Kurkdjian,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/amyris-homme-extrait-de-parfum,https://pimages.parfumo.de/240/130865_img-4528-maison-francis-kurkdjian-amyris-homme-extrait-de-parfum_240.jpg,8.4 937
Terre d'Hermès Eau Givrée,Hermès,https://www.parfumo.com/Perfumes/Hermes/terre-d-hermes-eau-givree,https://pimages.parfumo.de/240/164275_img-5053-hermes-terre-d-hermes-eau-givree_240.jpg,8.3 965
Zino  Eau de Toilette,Davidoff,https://www.parfumo.com/Perfumes/Davidoff/Zino_Eau_de_Toilette,https://pimages.parfumo.de/240/3605_img-9907-davidoff-zino_eau_de_toilette_240.jpg,7.8 1476
Bvlgari Man In Black,Bvlgari,https://www.parfumo.com/Perfumes/Bvlgari/Bvlgari_Man_In_Black,https://pimages.parfumo.de/240/48674_img-4798-bvlgari-bvlgari_man_in_black_240.jpg,7.9 1313
Viking,Creed,https://www.parfumo.com/Perfumes/Creed/Viking,https://pimages.parfumo.de/240/94051_img-2589-creed-viking_240.jpg,7.8 1492
